1.433800000000000000e+06,7.830000000000000071e+00,8.094444444444444997e+00,8.017229036802039133e+00,8.062959991134059479e+00,9.279851953377173501e+00,9.279851953377173501e+00,-2.902421129860600857e+01,4.790511703815354960e-01,2.068965517241396213e-01,2.041199826559249031e-01,6.333333333333435178e-02,-2.419964396610763957e-01,3.448377687124497964e-02,3.305387073055541807e-06,-8.032369846475932024e-04,4.770114942528734048e+01,7.918499999999999872e+00,7.977333333333334053e+00,8.196900000000001185e+00,8.246999999999999886e+00,8.098499999999999588e+00,5.499000000000000199e+01,3.126499999999999773e+02,2.887939941000000090e+03
8.395000000000000000e+05,7.799999999999999822e+00,8.146666666666668277e+00,7.973783229441631093e+00,8.033742214341385690e+00,9.269050220737058865e+00,9.269050220737058865e+00,9.327115256495777107e-01,4.691460533433818858e-01,-2.631578947368435895e-01,2.041199826559249031e-01,-8.881784197001252323e-16,-2.868497339834760740e-01,5.403753757303893235e-02,2.637993793258724498e-05,-8.277382207191332462e-04,4.693877551020408134e+01,7.767500000000000071e+00,7.872833333333332462e+00,8.024899999999998812e+00,8.183142857142856386e+00,8.133499999999999730e+00,5.575999999999999801e+01,3.108000000000000114e+02,2.924580077999999958e+03
1.165400000000000000e+06,8.060000000000000497e+00,8.126666666666666927e+00,7.991026583553304974e+00,8.036659746081232569e+00,9.207114163900696369e+00,9.207114163900696369e+00,5.221518987341811524e+00,4.642314480090436457e-01,5.952380952380974533e-01,1.430148002540952423e-01,1.333333333333337478e-01,-3.229131406409787575e-01,4.791738774922708888e-02,1.905684669585725737e-05,-8.195402234636942757e-04,4.310077519379844802e+01,7.825000000000000178e+00,7.836999999999999744e+00,7.904900000000000482e+00,8.082428571428572184e+00,8.146833333333333371e+00,5.667000000000000171e+01,3.121200000000000045e+02,2.926459961000000021e+03
1.496900000000000000e+06,8.310000000000000497e+00,8.101111111111110930e+00,8.054821266842644434e+00,8.067030885405539919e+00,9.145583846153721552e+00,9.145583846153721552e+00,2.876835480970927783e+00,4.648083032081391508e-01,5.531914893617030371e-01,8.635983067474845010e-02,6.333333333333257542e-02,-2.651213189030828254e-01,2.221461608844599311e-02,3.886581968502684624e-07,-7.601822223016884306e-04,4.544095665171898446e+01,7.897500000000000853e+00,7.830000000000000959e+00,7.868199999999998973e+00,7.978142857142857203e+00,8.111611111111111327e+00,5.507000000000000028e+01,3.116399999999999864e+02,2.906270019999999931e+03
1.112900000000000000e+06,8.250000000000000000e+00,8.063333333333332575e+00,8.093857013474115902e+00,8.087360787027146003e+00,9.144103362103711774e+00,9.144103362103711774e+00,1.420454545454540352e+01,4.503274728873252752e-01,-1.875000000000013878e-01,8.635983067474845010e-02,-1.333333333333364124e-02,-2.033983975284232026e-01,3.573611900143366937e-03,-4.906978410145626371e-07,-6.797810202514682158e-04,5.000000000000000000e+01,8.197499999999999787e+00,7.973333333333333606e+00,7.921200000000000685e+00,7.945642857142857451e+00,8.074666666666667325e+00,5.507000000000000028e+01,3.093899999999999864e+02,2.937780029000000013e+03
9.803000000000000000e+05,8.259999999999999787e+00,8.035555555555554008e+00,8.127085610779293035e+00,8.106542921801906942e+00,9.131773503105419465e+00,9.131773503105419465e+00,-4.230769230769245937e+00,4.392947255985927280e-01,-1.764705882352956556e-01,8.635983067474845010e-02,-1.333333333333364124e-02,-1.568673916016934400e-01,-1.377141940418822111e-02,3.461762295221053640e-07,-5.894873838144680306e-04,4.885496183206105769e+01,8.275000000000000355e+00,8.123333333333333073e+00,7.992499999999999716e+00,7.973357142857141255e+00,8.035500000000000753e+00,5.390999999999999659e+01,3.098899999999999864e+02,2.976000000000000000e+03
1.328700000000000000e+06,7.900000000000000355e+00,8.021111111111110858e+00,8.081668488623433788e+00,8.083593708268361766e+00,8.966836842422827303e+00,8.966836842422827303e+00,4.245137388082716257e+01,4.363652530387334139e-01,-7.804878048780492517e-01,-1.322826573375486016e-02,-1.033333333333317228e-01,-1.311610466691828791e-01,-1.586416047405947438e-03,1.380683642265968268e-06,-5.400649093954200093e-04,3.920145190562614346e+01,8.285000000000000142e+00,8.252499999999999503e+00,8.096000000000000085e+00,8.023714285714286021e+00,8.019944444444444542e+00,5.621999999999999886e+01,3.104700000000000273e+02,2.978709961000000021e+03
2.610100000000000000e+06,7.360000000000000320e+00,8.027777777777778567e+00,7.937334790898747272e+00,8.003194407349655037e+00,8.660423302908613508e+00,8.660423302908613508e+00,2.464788732394364246e+01,4.637287277348600689e-01,-7.605633802816902378e-01,-6.550154875643256214e-02,-1.366666666666658259e-01,-1.149114628609725908e-01,4.828789630168866392e-02,2.549459855600876772e-06,-5.782625882777477641e-04,3.776223776223776696e+01,8.057499999999999218e+00,8.205833333333332646e+00,8.142500000000000071e+00,8.043571428571429038e+00,8.017333333333333201e+00,5.632999999999999829e+01,3.073199999999999932e+02,2.978429932000000008e+03
1.269600000000000000e+06,7.120000000000000107e+00,7.953333333333333144e+00,7.773867832718997839e+00,7.905061695421915502e+00,8.670755847572884534e+00,8.670755847572884534e+00,-4.320987654320989435e+01,4.533558549613740385e-01,-6.388888888888886175e-01,9.342168516223482710e-02,-8.666666666666689167e-02,-1.149669548597672813e-01,9.874445867844963698e-02,8.010609465576169533e-06,-6.882828874606899180e-04,4.821428571428572241e+01,7.597500000000000142e+00,7.980000000000000426e+00,8.082499999999999574e+00,8.019285714285715017e+00,7.980111111111110489e+00,5.645000000000000284e+01,3.103600000000000136e+02,2.979389893000000029e+03
7.451000000000000000e+05,7.339999999999999858e+00,7.876666666666666927e+00,7.687094266175198420e+00,7.842277062597258208e+00,8.706025067753241586e+00,8.706025067753241586e+00,-1.311816762103067902e+01,4.420202694652366482e-01,6.470588235294113533e-01,1.398790864012361967e-01,7.999999999999918288e-02,-1.805542804163712822e-01,1.148999431295477103e-01,3.053109864876881027e-05,-8.009122632289851365e-04,4.585987261146497218e+01,7.242500000000000604e+00,7.632500000000000284e+00,7.891500000000000625e+00,7.936071428571429109e+00,7.905000000000001137e+00,5.788000000000000256e+01,3.129399999999999977e+02,3.000929932000000008e+03
8.022000000000000000e+05,7.389999999999999680e+00,7.822222222222221077e+00,7.627675412940158495e+00,7.792024055642007063e+00,8.722741941498881602e+00,8.722741941498881602e+00,0.000000000000000000e+00,4.273182425187130318e-01,1.016949152542348384e-01,1.461280356782378442e-01,3.833333333333310833e-02,-2.138273018142767268e-01,1.183493927509098875e-01,2.368286826664707870e-05,-8.952495788294869252e-04,4.867075664621677333e+01,7.224999999999999645e+00,7.354999999999999538e+00,7.681499999999999773e+00,7.839999999999998970e+00,7.844722222222222818e+00,5.736999999999999744e+01,3.119499999999999886e+02,3.009570067999999992e+03
8.948000000000000000e+05,7.549999999999999822e+00,7.776666666666666394e+00,7.612140330352127116e+00,7.765132493904006061e+00,8.733506761551707243e+00,8.733506761551707243e+00,3.423187022900745724e+00,4.165864182668418403e-01,5.312499999999993339e-01,1.461280356782378442e-01,5.266666666666619534e-02,-2.240246502366704806e-01,1.043985615197330907e-01,1.356470295172095561e-05,-9.472362691996496142e-04,4.770833333333332860e+01,7.353749999999999787e+00,7.273749999999999716e+00,7.495250000000000412e+00,7.719464285714286333e+00,7.792361111111111960e+00,5.565999999999999659e+01,3.121700000000000159e+02,3.007389893000000029e+03
8.623000000000000000e+05,7.660000000000000142e+00,7.719999999999998863e+00,7.621712264281701898e+00,7.753451105692449552e+00,8.726677923094921852e+00,8.726677923094921852e+00,6.152758132956249737e-01,3.959277764401576416e-01,4.761904761904661026e-02,1.461280356782378442e-01,3.333333333333854398e-03,-2.147571105734622232e-01,7.994577829645156675e-02,5.324214546283417040e-06,-9.517635434454105271e-04,5.201698513800423740e+01,7.467999999999999972e+00,7.348916666666666764e+00,7.377349999999998076e+00,7.604178571428570343e+00,7.744638888888887962e+00,5.513000000000000256e+01,3.117799999999999727e+02,2.997959961000000021e+03
1.117000000000000000e+06,7.990000000000000213e+00,7.647777777777776009e+00,7.695369811425361917e+00,7.779734316171066588e+00,8.726395643205236752e+00,8.726395643205236752e+00,9.617682198327411669e+00,4.103349987961418255e-01,5.925925925925940030e-01,1.461280356782378442e-01,4.666666666666774432e-02,-2.256347850945412681e-01,3.022371490565373131e-02,6.766620701246594333e-06,-8.838475819952496242e-04,4.619047619047618269e+01,7.655000000000000249e+00,7.492249999999999410e+00,7.388849999999999696e+00,7.514178571428571374e+00,7.684361111111111420e+00,5.475999999999999801e+01,3.126399999999999864e+02,3.005699951000000056e+03
8.629000000000000000e+05,7.919999999999999929e+00,7.618888888888887934e+00,7.740295849140289342e+00,7.795319392152059379e+00,8.696434701313791038e+00,8.696434701313791038e+00,1.297918948521362204e+01,4.108014989165275632e-01,-3.132530120481952784e-01,1.461280356782378442e-01,-4.833333333333378334e-02,-2.397178788035926877e-01,-5.819085804585455435e-03,4.940977130009063724e-06,-7.817435694237929479e-04,4.644549763033176504e+01,7.875000000000000000e+00,7.666000000000000369e+00,7.515350000000000641e+00,7.488107142857141518e+00,7.639916666666666245e+00,6.310000000000000142e+01,3.121800000000000068e+02,3.006729980000000069e+03
7.782000000000000000e+05,7.929999999999999716e+00,7.581111111111109579e+00,7.778236679312231061e+00,7.810283904135164157e+00,8.612512048638196305e+00,8.612512048638196305e+00,-2.236445783132531062e+01,3.937213490248748227e-01,-1.250000000000009159e-01,1.461280356782378442e-01,-6.666666666666731800e-02,-2.362320699932246582e-01,-3.733360550655213939e-02,1.824240777665853706e-06,-6.613588344229724691e-04,4.071246819338422540e+01,7.988749999999999574e+00,7.839583333333333570e+00,7.668099999999999916e+00,7.543999999999998707e+00,7.606999999999999318e+00,5.925999999999999801e+01,3.135099999999999909e+02,3.006790038999999979e+03
1.177400000000000000e+06,7.780000000000000249e+00,7.584444444444445210e+00,7.778589343449785254e+00,7.806919025897923525e+00,8.512144606377036737e+00,8.512144606377036737e+00,1.651397697909314033e+01,3.873492141223873753e-01,-4.848484848484851950e-01,8.278537031645007149e-02,-1.666666666666660745e-02,-2.149797520321320432e-01,-5.008387954523287056e-02,7.521384693303269300e-07,-5.526564940951836065e-04,4.248021108179419514e+01,7.987499999999999822e+00,7.950416666666666465e+00,7.794849999999999390e+00,7.650428571428570912e+00,7.599222222222220324e+00,5.818999999999999773e+01,3.164100000000000250e+02,2.992070067999999992e+03
7.411000000000000000e+05,7.969999999999999751e+00,7.631111111111112066e+00,7.816871474759827798e+00,7.825039134131487550e+00,8.430681827828671260e+00,8.430681827828671260e+00,-0.000000000000000000e+00,3.876142927101486890e-01,4.871794871794851711e-01,6.069784035361147634e-02,1.166666666666671404e-01,-1.807453675516478842e-01,-6.997767589478669226e-02,-1.605944096013113527e-07,-4.328381663016099123e-04,4.203655352480417662e+01,7.832500000000000462e+00,7.936250000000000249e+00,7.867750000000000909e+00,7.737214285714285822e+00,7.625333333333331964e+00,5.818999999999999773e+01,3.150899999999999750e+02,2.991780029000000013e+03
1.634500000000000000e+06,7.459999999999999964e+00,7.725555555555555287e+00,7.745497179807862231e+00,7.784479230339099942e+00,8.416886074995433731e+00,8.416886074995433731e+00,3.258019160971783634e+01,4.083528634391337953e-01,-9.075630252100844730e-01,6.069784035361147634e-02,-1.616666666666670693e-01,-7.599629120318540654e-02,-3.996707006768415726e-02,-1.896678771686814709e-06,-3.722974560813934125e-04,5.187319884726225183e+01,7.834999999999999076e+00,7.885000000000000675e+00,7.903749999999999609e+00,7.805964285714286355e+00,7.691166666666666707e+00,5.792000000000000171e+01,3.149200000000000159e+02,2.966600097999999889e+03
